subjectid,trial,turn,explore0_exploit1,switch_exploit?,switch_PE?,timeofclick,timesincelastclick,numberofcards,cardvalue,exploitCards,maxvalueontable,totalpoint
Enter Subject ID Here.,1,1,132,0,1417588164.12,1.1119999885559082
Enter Subject ID Here.,1,2,178,0,1417588164.319,0.19900012016296387
Enter Subject ID Here.,1,3,165,0,1417588164.484,0.16499996185302734
Enter Subject ID Here.,1,4,195,0,1417588164.814,0.3299999237060547
Enter Subject ID Here.,1,5,143,0,1417588164.979,0.16500020027160645
Enter Subject ID Here.,1,6,130,0,1417588165.144,0.16499996185302734
Enter Subject ID Here.,1,7,106,0,1417588165.309,0.16499996185302734
Enter Subject ID Here.,1,8,191,0,1417588165.474,0.16499996185302734
Enter Subject ID Here.,1,9,199,0,1417588165.606,0.13199996948242188
Enter Subject ID Here.,1,10,115,0,1417588165.771,0.16499996185302734
Enter Subject ID Here.,1,11,179,0,1417588165.903,0.13200020790100098
Enter Subject ID Here.,1,12,127,0,1417588166.068,0.16499996185302734
Enter Subject ID Here.,1,13,167,0,1417588166.233,0.16499996185302734
Enter Subject ID Here.,1,14,103,0,1417588166.398,0.16499996185302734
Enter Subject ID Here.,1,15,153,0,1417588166.596,0.1979999542236328
Enter Subject ID Here.,1,16,154,0,1417588166.993,0.3970000743865967
Enter Subject ID Here.,1,17,119,0,1417588167.158,0.16499996185302734
Enter Subject ID Here.,1,18,158,0,1417588167.323,0.16499996185302734
Enter Subject ID Here.,1,19,125,0,1417588167.488,0.16499996185302734
Enter Subject ID Here.,1,20,169,0,1417588167.653,0.16500020027160645
Enter Subject ID Here.,1,21,132,0,1417588167.818,0.16499996185302734
Enter Subject ID Here.,1,22,152,0,1417588167.983,0.16499996185302734
Enter Subject ID Here.,1,23,107,0,1417588168.181,0.1979999542236328
Enter Subject ID Here.,1,24,170,0,1417588168.346,0.16499996185302734
Enter Subject ID Here.,1,25,136,0,1417588168.511,0.16499996185302734
Enter Subject ID Here.,1,26,147,0,1417588168.676,0.16500020027160645
Enter Subject ID Here.,1,27,168,0,1417588168.808,0.13199996948242188
Enter Subject ID Here.,1,28,106,0,1417588168.973,0.16499996185302734
Enter Subject ID Here.,1,29,165,0,1417588169.171,0.1979999542236328
Enter Subject ID Here.,1,30,135,0,1417588169.336,0.16499996185302734
Enter Subject ID Here.,1,31,167,0,1417588169.501,0.16499996185302734
Enter Subject ID Here.,1,32,161,0,1417588169.666,0.16499996185302734
Enter Subject ID Here.,1,33,191,0,1417588169.798,0.13200020790100098
Enter Subject ID Here.,1,34,126,0,1417588169.996,0.1979999542236328
Enter Subject ID Here.,1,35,124,0,1417588170.128,0.13199996948242188
Enter Subject ID Here.,1,36,107,0,1417588170.293,0.16499996185302734
Enter Subject ID Here.,1,37,175,0,1417588170.458,0.16499996185302734
Enter Subject ID Here.,1,38,122,0,1417588170.887,0.4290001392364502
Enter Subject ID Here.,1,39,136,0,1417588171.052,0.16499996185302734
Enter Subject ID Here.,1,40,134,0,1417588171.184,0.13199996948242188
Enter Subject ID Here.,1,41,200,0,1417588171.349,0.16499996185302734
Enter Subject ID Here.,1,42,143,0,1417588171.547,0.1979999542236328
Enter Subject ID Here.,1,43,177,0,1417588171.712,0.16499996185302734
Enter Subject ID Here.,1,44,148,0,1417588171.877,0.16500020027160645
Enter Subject ID Here.,1,45,138,0,1417588172.009,0.13199996948242188
Enter Subject ID Here.,1,45,138,1,1417588172.699,0.6899998188018799
Enter Subject ID Here.,1,46,126,0,1417588173.131,0.43200016021728516
Enter Subject ID Here.,1,47,135,0,1417588173.461,0.3299999237060547
Enter Subject ID Here.,1,48,170,0,1417588173.626,0.16499996185302734
Enter Subject ID Here.,1,49,134,0,1417588173.791,0.16499996185302734
Enter Subject ID Here.,1,50,102,0,1417588173.956,0.16500020027160645
Enter Subject ID Here.,1,51,150,0,1417588174.12,0.1639997959136963
Enter Subject ID Here.,1,52,182,0,1417588174.285,0.16500020027160645
Enter Subject ID Here.,1,53,104,0,1417588174.484,0.19899988174438477
Enter Subject ID Here.,1,54,182,0,1417588174.681,0.19700002670288086
Enter Subject ID Here.,1,55,128,0,1417588174.979,0.2980000972747803
Enter Subject ID Here.,1,56,174,0,1417588175.144,0.16499996185302734
Enter Subject ID Here.,1,57,144,0,1417588175.309,0.16499996185302734
Enter Subject ID Here.,1,58,160,0,1417588175.441,0.13199996948242188
Enter Subject ID Here.,1,59,122,0,1417588175.606,0.16499996185302734
Enter Subject ID Here.,2,1,50,0,1417588176.793,1.187000036239624
Enter Subject ID Here.,2,2,34,0,1417588176.959,0.1660001277923584
Enter Subject ID Here.,2,3,188,0,1417588177.124,0.16499996185302734
Enter Subject ID Here.,2,3,188,1,1417588177.616,0.49199986457824707
Enter Subject ID Here.,2,4,61,0,1417588177.915,0.2990000247955322
Enter Subject ID Here.,2,5,124,0,1417588178.048,0.13300013542175293
Enter Subject ID Here.,2,6,63,0,1417588178.213,0.16499996185302734
Enter Subject ID Here.,2,7,164,0,1417588178.377,0.1640000343322754
Enter Subject ID Here.,2,8,161,0,1417588178.476,0.0989999771118164
Enter Subject ID Here.,3,1,119,0,1417588180.258,1.7819998264312744
Enter Subject ID Here.,3,2,164,0,1417588180.424,0.1660001277923584
Enter Subject ID Here.,3,3,179,0,1417588180.556,0.13199996948242188
Enter Subject ID Here.,3,4,129,0,1417588180.721,0.16499996185302734
Enter Subject ID Here.,3,5,123,0,1417588180.886,0.16499996185302734
Enter Subject ID Here.,3,6,154,0,1417588181.051,0.16500020027160645
Enter Subject ID Here.,3,7,61,0,1417588181.216,0.16499996185302734
Enter Subject ID Here.,3,8,64,0,1417588181.348,0.13199996948242188
Enter Subject ID Here.,3,9,53,0,1417588181.512,0.1640000343322754
Enter Subject ID Here.,3,10,202,0,1417588181.645,0.13299989700317383
Enter Subject ID Here.,3,11,213,0,1417588181.81,0.16499996185302734
Enter Subject ID Here.,3,12,127,0,1417588181.942,0.13199996948242188
Enter Subject ID Here.,3,13,123,0,1417588182.107,0.16500020027160645
Enter Subject ID Here.,3,14,96,0,1417588182.239,0.13199996948242188
Enter Subject ID Here.,3,15,56,0,1417588182.404,0.16499996185302734
Enter Subject ID Here.,3,16,178,0,1417588182.569,0.16499996185302734
Enter Subject ID Here.,3,17,180,0,1417588182.734,0.16499996185302734
Enter Subject ID Here.,3,18,210,0,1417588182.899,0.16499996185302734
Enter Subject ID Here.,3,18,210,1,1417588183.622,0.7230000495910645
Enter Subject ID Here.,3,19,145,0,1417588184.12,0.497999906539917
Enter Subject ID Here.,3,20,163,0,1417588184.318,0.19800019264221191
Enter Subject ID Here.,3,21,101,0,1417588184.515,0.19700002670288086
Enter Subject ID Here.,3,22,89,0,1417588184.647,0.13199996948242188
Enter Subject ID Here.,4,1,132,0,1417588186.462,1.8149998188018799
Enter Subject ID Here.,4,2,101,0,1417588186.595,0.13300013542175293
Enter Subject ID Here.,4,3,137,0,1417588187.717,1.121999979019165
Enter Subject ID Here.,4,4,122,0,1417588187.882,0.16499996185302734
Enter Subject ID Here.,4,5,125,0,1417588188.047,0.16499996185302734
Enter Subject ID Here.,4,6,128,0,1417588188.212,0.16499996185302734
Enter Subject ID Here.,4,7,148,0,1417588188.377,0.16500020027160645
Enter Subject ID Here.,4,8,91,0,1417588188.542,0.16499996185302734
Enter Subject ID Here.,4,9,100,0,1417588188.707,0.16499996185302734
Enter Subject ID Here.,4,10,85,0,1417588188.839,0.13199996948242188
Enter Subject ID Here.,4,11,132,0,1417588189.004,0.16499996185302734
Enter Subject ID Here.,4,12,87,0,1417588189.169,0.16499996185302734
Enter Subject ID Here.,4,13,124,0,1417588189.301,0.13200020790100098
Enter Subject ID Here.,4,14,70,0,1417588190.489,1.187999963760376
Enter Subject ID Here.,4,15,74,0,1417588191.248,0.7589998245239258
Enter Subject ID Here.,4,16,108,0,1417588191.611,0.36300015449523926
Enter Subject ID Here.,4,17,95,0,1417588192.535,0.9240000247955322
Enter Subject ID Here.,4,17,95,1,1417588193.588,1.0529999732971191
Enter Subject ID Here.,4,18,94,0,1417588194.911,1.3229999542236328
Enter Subject ID Here.,4,19,76,0,1417588195.076,0.16499996185302734
Enter Subject ID Here.,4,20,100,0,1417588195.241,0.16499996185302734
Enter Subject ID Here.,4,21,108,0,1417588195.406,0.16499996185302734
Enter Subject ID Here.,4,22,67,0,1417588195.571,0.16500020027160645
Enter Subject ID Here.,4,23,132,0,1417588195.736,0.16499996185302734
Enter Subject ID Here.,4,24,66,0,1417588195.934,0.1979999542236328
Enter Subject ID Here.,4,25,134,0,1417588196.099,0.16499996185302734
Enter Subject ID Here.,4,26,91,0,1417588196.296,0.19700002670288086
Enter Subject ID Here.,4,27,74,0,1417588196.428,0.13199996948242188
Enter Subject ID Here.,4,28,58,0,1417588196.594,0.1660001277923584
Enter Subject ID Here.,4,29,77,0,1417588196.725,0.13099980354309082
Enter Subject ID Here.,4,30,57,0,1417588196.89,0.16500020027160645
Enter Subject ID Here.,4,31,55,0,1417588197.088,0.1979999542236328
Enter Subject ID Here.,4,32,120,0,1417588197.221,0.13299989700317383
Enter Subject ID Here.,4,33,109,0,1417588197.385,0.1640000343322754
Enter Subject ID Here.,4,34,71,0,1417588197.551,0.1660001277923584
Enter Subject ID Here.,4,35,110,0,1417588197.683,0.13199996948242188
Enter Subject ID Here.,4,36,79,0,1417588197.88,0.19700002670288086
Enter Subject ID Here.,4,37,121,0,1417588198.012,0.13199996948242188
Enter Subject ID Here.,4,38,117,0,1417588198.177,0.16499996185302734
Enter Subject ID Here.,4,39,139,0,1417588198.343,0.1659998893737793
Enter Subject ID Here.,4,40,51,0,1417588198.508,0.16499996185302734
Enter Subject ID Here.,4,41,137,0,1417588198.673,0.16500020027160645
Enter Subject ID Here.,4,42,147,0,1417588198.838,0.16499996185302734
Enter Subject ID Here.,4,43,103,0,1417588199.068,0.23000001907348633
Enter Subject ID Here.,4,44,54,0,1417588199.234,0.1659998893737793
Enter Subject ID Here.,4,45,64,0,1417588199.399,0.16499996185302734
Enter Subject ID Here.,4,46,58,0,1417588199.563,0.1640000343322754
